fips,pollutant,year,pred_wght,state_abbr,lat,lon
6085512022,o3,2002,55.67083465,CA,37.2548522,-121.8124542
6085509403,o3,2002,55.66961318,CA,37.39810059,-122.0967532
6085507002,o3,2002,55.66398161,CA,37.218946,-121.9624861
6085511905,o3,2002,55.66273074,CA,37.21471985,-121.8581489
6085512043,o3,2002,55.65721526,CA,37.26187882,-121.8056267
6085511910,o3,2002,55.65435897,CA,37.21446798,-121.8706006
6085512045,o3,2002,55.65283988,CA,37.2387945,-121.8352678
6013308002,o3,2002,55.65033789,CA,37.98806524,-121.7685019
6085512023,o3,2002,55.64698734,CA,37.25510509,-121.8251672
6085511907,o3,2002,55.64666788,CA,37.22115622,-121.856735
6085508102,o3,2002,55.64306278,CA,37.33101999,-122.0030816
6013345114,o3,2002,55.63044186,CA,37.79729497,-121.9665632
6013343001,o3,2002,55.628981,CA,37.89688013,-122.0492027
6085512042,o3,2002,55.62805456,CA,37.26562999,-121.8137307
6001443103,o3,2002,55.62801487,CA,37.51529022,-121.9126461
6001426100,o3,2002,55.62691761,CA,37.82182545,-122.2265203
6081607100,o3,2002,55.62289608,CA,37.52723491,-122.3040295
6001421200,o3,2002,55.61898608,CA,37.89726214,-122.2747033
6085512021,o3,2002,55.61546254,CA,37.26356936,-121.8235842
6085512047,o3,2002,55.61519328,CA,37.2410889,-121.8445971
6085512026,o3,2002,55.61263614,CA,37.25537019,-121.8377368
6081609603,o3,2002,55.60500124,CA,37.48367352,-122.2745182
6081610500,o3,2002,55.59974274,CA,37.4790301,-122.2036621
6001422700,o3,2002,55.59624057,CA,37.86767038,-122.2510962
6085511913,o3,2002,55.59302927,CA,37.22749085,-121.8915821
6085511914,o3,2002,55.59009699,CA,37.22962843,-121.8767701
6085512053,o3,2002,55.58707115,CA,37.24478672,-121.853133
6013355109,o3,2002,55.58667422,CA,37.97637625,-121.7936912
6001422500,o3,2002,55.58041702,CA,37.87689553,-122.2599942
6081611400,o3,2002,55.58038506,CA,37.44958487,-122.2097449
6001404300,o3,2002,55.57797498,CA,37.84402169,-122.2402091
6085512025,o3,2002,55.57249803,CA,37.26167081,-121.8511851
6085511911,o3,2002,55.56850441,CA,37.22372572,-121.8469172
6085512052,o3,2002,55.56635973,CA,37.24602528,-121.8634659
6085512027,o3,2002,55.56428277,CA,37.25277248,-121.8599599
6085512019,o3,2002,55.56366498,CA,37.2712178,-121.8453585
